ID	Class	Text
4589	mix	C ACP C C ACP KS A KS A ACP KS KS ACP E E KS ACP E KS A A KS KS C AT ACP A E E A A A KS A AT KS A ACP
4590	mix	AT A AT E AT A
4591	mix	C KS A A C A A KS C C E A C AT A AT ACP E AT C ACP ACP E C AT AT KS C
4592	mix	A E AT A
4593	mix	C ACP KS C A C KS E AT ACP A AT C KS C
4594	mix	E ACP ACP A KS AT E A KS C E AT ACP C ACP C
4595	mix	KS ACP A E KS KS C C KS KS C ACP A ACP KS C KS A
4596	mix	KS ACP A A E A ACP C C E KS A A C ACP C E
4597	mix	A C AT E C A E ACP A KS AT A ACP C A E C KS C A C ACP C ACP C KS KS C E AT
4598	mix	E E KS ACP KS ACP KS AT AT AT A C C C C AT A KS ACP KS C A KS KS E AT E C AT C A A C KS A ACP AT E ACP C
4599	mix	A ACP C A AT ACP E KS KS E KS C AT AT KS ACP C AT AT ACP AT A C AT AT
4600	mix	A KS E AT E AT ACP KS KS C KS E C AT KS AT KS A A A AT AT ACP AT KS A C AT C E AT ACP
4601	mix	C A A ACP ACP C E AT A A C ACP C E AT AT
4602	mix	C C KS C E ACP AT A A C E A ACP A KS KS A KS A A C KS AT AT ACP AT ACP ACP E E ACP AT AT ACP
4603	mix	E KS KS ACP A KS AT C A AT AT A E AT A KS ACP ACP A AT A AT AT AT ACP ACP C AT ACP E A ACP
4604	mix	KS A A A A C KS KS ACP AT ACP AT AT ACP KS C KS A AT KS C AT A KS KS A E
4605	mix	ACP C E ACP A C C AT KS E E C AT E ACP A A E A KS C
4606	mix	ACP KS E KS KS A A KS C C A ACP
4607	mix	AT A E A KS C E A ACP E ACP E E E KS C C KS KS
4608	mix	E ACP AT ACP KS KS AT ACP ACP AT KS A KS C AT AT A C E ACP A KS E AT C A A KS A C A A ACP AT KS AT AT
4609	mix	E A C KS AT E C KS KS ACP AT E C ACP C ACP
4610	mix	C C AT E ACP A ACP A KS AT A C C E ACP KS A KS A A A AT ACP AT C ACP C AT E A ACP KS E E E KS E KS
4611	mix	ACP ACP E C C KS A KS A KS A A C AT A AT E AT E KS ACP A
4612	mix	KS KS AT AT ACP ACP A KS E E C E E A ACP A E AT ACP ACP E A C A AT ACP E KS
4613	mix	AT E C A AT C KS KS KS E KS ACP AT E AT C A
4614	mix	C ACP C ACP A E KS C KS E E ACP KS AT ACP KS KS AT E ACP A A C E ACP A A ACP KS ACP
4615	mix	AT C E KS ACP C C E
4616	mix	C E ACP ACP A KS ACP KS A KS ACP E AT E AT C ACP AT KS KS ACP E A E KS C KS AT C A C KS ACP C ACP C AT A AT AT
4617	mix	E E KS ACP AT A A A KS ACP A A KS
4618	mix	KS KS A ACP AT A KS ACP E A C ACP
4619	mix	AT AT C A A A A KS C ACP AT ACP KS
4620	mix	C AT AT KS ACP A ACP ACP
4621	mix	AT AT E ACP E AT E E KS ACP C C ACP ACP C KS ACP ACP E C KS E ACP C KS ACP C E C AT E E ACP AT AT
4622	mix	KS A ACP C ACP ACP E ACP AT AT A KS AT AT E AT A A ACP AT A C A
4623	mix	C E ACP ACP ACP E KS C C KS AT A C C E AT KS C KS A A ACP AT E AT C AT AT C KS A A AT C KS C E E C AT
4624	mix	KS E E KS KS AT ACP A AT E E E C KS A C E C AT C A E C C ACP AT A
4625	mix	ACP C C A ACP ACP C ACP E
4626	mix	A AT A KS E ACP ACP C AT E ACP AT AT AT
4627	mix	A A ACP KS A A E C E C C AT A A C AT A KS E A AT E E ACP ACP AT KS KS ACP KS ACP E A ACP KS A E A A AT
4628	mix	AT A E C ACP ACP ACP KS A C ACP C AT ACP
4629	mix	AT C ACP A E ACP AT KS C A AT C A E A ACP A A C KS KS E C E KS C A ACP C E ACP ACP KS E E ACP
4630	mix	AT ACP C KS AT ACP A AT ACP A C KS A AT E ACP AT ACP C AT E A A E A
4631	mix	C C ACP C AT KS E KS ACP AT ACP C C E AT A ACP ACP A AT
4632	mix	AT ACP KS A A C E AT
4633	mix	KS C AT AT A A C ACP AT C C C A ACP C ACP A C ACP E AT C KS AT AT E E C AT AT C C E C A
4634	mix	A AT C ACP A ACP AT ACP E A KS A AT KS A
4635	mix	C KS KS E E A KS AT AT AT ACP A ACP AT E ACP A ACP A C ACP KS E AT ACP E ACP
4636	mix	AT KS E ACP AT E AT AT E C A C AT
4637	mix	ACP C ACP AT A ACP A E AT KS AT KS E KS KS E A E ACP C E KS KS KS A
4638	mix	C KS A AT A ACP E ACP AT AT C A A C A AT ACP AT KS AT KS E C A ACP E ACP A ACP
4639	mix	AT A A KS KS ACP AT E ACP ACP C ACP AT A A A KS AT C ACP KS AT KS A ACP KS C
4640	mix	AT ACP KS AT C
4641	mix	AT ACP AT KS E ACP ACP ACP A E E A
4642	mix	A AT C KS ACP KS E ACP AT ACP ACP
4643	mix	KS KS KS E E AT E E ACP AT A ACP A E ACP E C A E C AT E A AT C AT ACP E AT C ACP AT
4644	mix	E AT ACP AT E A A C KS
4645	mix	KS AT AT A E A C AT E E A E A KS C C AT
4646	mix	ACP ACP KS C C E E KS C A ACP A ACP KS KS AT A A E E AT
4647	mix	E ACP AT ACP AT C AT E A AT E AT KS A AT ACP KS ACP A KS AT A C A KS A A AT KS KS AT C AT E
4648	mix	E E E AT KS E A KS ACP KS KS ACP AT KS A KS E ACP C E
4649	mix	AT C KS ACP A C C ACP C C C E A C KS A AT ACP C A KS C AT C C C AT C AT C
4650	mix	C ACP E A A
4651	mix	ACP A C AT ACP C KS A ACP E KS A KS E C E C AT KS KS C E KS KS ACP AT KS A A AT A C
4652	mix	ACP C KS KS KS C E AT KS C A E ACP ACP ACP
4653	mix	C A ACP C AT E E AT KS A E ACP E
4654	mix	AT C KS KS KS A E ACP ACP C E KS KS
4655	mix	AT E KS KS AT A E A A ACP KS A E A C KS ACP A A A ACP A KS KS ACP
4656	mix	KS E C C C AT ACP AT A E KS
4657	mix	KS E A ACP KS C E AT C ACP AT E KS AT ACP AT E E ACP E E C E AT C E
4658	mix	AT E A E KS ACP E ACP ACP ACP AT AT C AT KS E E KS ACP A C E ACP AT E A C C KS E C
4659	mix	E ACP AT ACP A KS AT AT KS KS KS C AT ACP AT AT AT A AT ACP E C ACP E AT E A ACP KS KS A E AT C AT A E KS ACP A
4660	mix	E A A A ACP AT ACP A AT KS KS A A A KS AT AT A A A A ACP ACP E C ACP E KS C E A C E
4661	mix	A AT AT A E C C AT A ACP
4662	mix	ACP A KS AT KS ACP A KS C ACP C KS KS A E ACP C ACP AT C ACP ACP ACP ACP ACP
4663	mix	C KS C AT A KS A AT AT C KS E AT E E A AT ACP ACP C E C ACP ACP KS KS A ACP KS A KS C C A AT
4664	mix	ACP C E A AT E
4665	mix	AT A ACP C E E AT A KS AT AT C AT KS KS ACP E C A E C KS AT
4666	mix	ACP C ACP A A
4667	mix	ACP E AT KS AT KS C C KS AT C ACP KS ACP KS C KS AT C C
4668	mix	E A ACP E ACP A KS ACP E E C AT A C KS AT C E C C KS E ACP KS A AT C ACP
4669	mix	A AT C KS A ACP KS A E E AT AT A ACP C AT ACP
4670	mix	KS E A C ACP E AT ACP E ACP C KS A ACP E C A KS C A AT C A ACP ACP ACP
4671	mix	E KS E C E E AT AT AT E A AT C AT AT A AT ACP C C
4672	mix	KS AT AT KS AT AT E E KS E AT
4673	mix	ACP E C C A C ACP A C
4674	mix	ACP AT E E ACP ACP KS E ACP ACP AT E KS AT C AT AT C ACP C ACP A E E ACP ACP ACP C KS C
4675	mix	C C ACP A KS KS ACP AT A KS ACP KS E E A KS
4676	mix	C KS C C AT ACP E KS A AT A AT E ACP KS C C AT AT E C C A C E KS C AT C E
4677	mix	AT A AT A E E KS A KS A E A KS
4678	mix	C KS A C A AT ACP A KS E A AT KS ACP ACP ACP AT KS A C ACP ACP E C KS AT C ACP KS E E AT
4679	mix	C ACP E C KS ACP C E
4680	mix	ACP A E KS A A E
4681	mix	C AT A A C A A A C E KS AT KS A E C E ACP AT ACP
4682	mix	C ACP C KS
4683	mix	KS KS A ACP C KS KS E KS ACP A C ACP C C ACP C AT ACP ACP A KS
4684	mix	KS ACP C ACP AT A AT ACP ACP A C C E ACP ACP A E E C KS KS
4685	mix	E AT E C A AT E ACP ACP ACP
4686	mix	A ACP KS AT C ACP E AT AT A E KS AT A E KS KS ACP KS KS E E E AT A AT A KS AT C AT
4687	mix	AT KS AT ACP A AT ACP A ACP E A AT A A E C C AT KS C KS AT
4688	mix	KS ACP KS KS ACP E ACP A A E A ACP C KS A ACP AT E AT KS ACP C A E A KS AT KS
4689	mix	A C ACP A KS C C A A KS A KS E E A C
4690	mix	C AT ACP AT AT ACP KS C ACP AT A C ACP E KS ACP AT AT KS E C KS A
4691	mix	ACP C ACP KS A A E KS KS KS AT A AT AT E A ACP ACP C A E KS ACP AT A E AT AT ACP AT
4692	mix	AT E A A C A AT AT AT ACP KS KS KS ACP KS AT ACP E AT C KS KS AT E AT ACP KS
4693	mix	ACP C E E E A ACP E E E KS E C ACP
4694	mix	C E A A C AT C ACP A C ACP A KS KS E ACP C E AT AT
4695	mix	E E ACP AT C ACP A E KS A C AT KS
4696	mix	E ACP C KS ACP ACP KS
4697	mix	ACP A E A ACP
4698	mix	ACP C E E A A C ACP E AT A ACP
4699	mix	A C ACP E KS AT A KS AT KS C E E A KS
4700	mix	KS E A ACP A ACP C AT E E C C ACP KS AT E AT ACP AT A E A AT E C ACP C C A E KS KS C ACP AT AT AT ACP
4701	mix	C ACP AT E C E KS ACP A C ACP C A E E C KS E E E E ACP A C C A AT AT E C A KS E A C A
4702	mix	AT A A E ACP KS ACP KS KS E E E C A KS A C A ACP ACP AT E C AT ACP E AT E KS A KS E AT AT C ACP E
4703	mix	AT AT KS KS A KS C AT A A KS
4704	mix	ACP ACP KS A A E KS ACP AT E KS KS C
4705	mix	C E A AT C AT E AT A C KS KS C A A KS KS C C A KS A KS
4706	mix	C KS C C A E E C E C AT AT
4707	mix	C A A C E KS C C KS KS C ACP E A KS A C KS C A A AT C ACP C A KS A A KS A C KS E A E AT
4708	mix	C KS KS KS C AT KS AT KS C E AT KS KS C ACP E
4709	mix	A C AT AT A ACP A KS KS ACP
4710	mix	KS C ACP AT AT A C ACP AT C C E E AT C
4711	mix	E A AT A KS E C ACP E AT AT A ACP
4712	mix	ACP C KS A C E C E KS AT C ACP E
4713	mix	E KS A KS AT C AT A C E A KS C C C E A KS ACP E A C E A KS C C KS A C A E AT E
4714	mix	KS AT KS A E ACP C AT E
4715	mix	AT A KS AT E E KS AT ACP E
4716	mix	KS AT ACP ACP C KS C
4717	mix	KS ACP E C E AT KS ACP E A KS KS C E A AT ACP C ACP AT E AT C AT KS AT AT
4718	mix	KS AT A A A C A A ACP A E C KS AT KS KS ACP C
4719	mix	KS AT A A A E A A C KS E KS KS ACP C KS A ACP AT A KS C ACP KS AT E ACP KS AT C E
4720	mix	ACP AT C ACP E A E E ACP A C
4721	mix	KS E E KS ACP ACP E C AT ACP A C AT C C ACP ACP A AT A KS ACP ACP KS AT KS E E A A
4722	mix	KS C E E C E KS AT A C A ACP KS ACP ACP KS C E AT A E E AT A C AT
4723	mix	AT A A C AT KS AT C A C ACP KS ACP KS A ACP A C AT E ACP ACP E C AT ACP A A A KS A C AT E KS E AT E A
4724	mix	A ACP E AT AT AT E ACP C C C AT E KS E AT C AT C C C A C KS KS KS E E E A A KS AT A E AT C E
4725	mix	AT KS ACP C AT E KS A C A ACP E AT KS AT AT C E ACP A E A
4726	mix	ACP C E A E C C A C C E ACP ACP KS AT AT ACP E KS E E KS C KS
4727	mix	A A ACP KS A ACP KS A E C AT A C KS AT ACP C A ACP ACP C AT ACP C AT ACP KS E E C C A KS ACP KS C A C
4728	mix	A KS ACP AT ACP AT E E AT ACP KS AT C A C E AT ACP ACP E AT KS KS ACP C AT A C
4729	mix	E KS ACP A E C KS C KS AT AT AT KS C KS
4730	mix	A ACP AT C AT A AT C A KS KS
4731	mix	KS ACP ACP C E KS E KS KS E AT C AT ACP C ACP C KS C A ACP AT E
4732	mix	KS KS C KS KS AT C A
4733	mix	ACP C E E C C KS
4734	mix	C AT E A C C C AT C A A E KS A C ACP A C ACP E AT A A A C C E E AT A KS C E E KS E C ACP ACP
4735	mix	C A A KS E E A AT AT AT AT C
4736	mix	A KS AT ACP C E AT A ACP ACP ACP C ACP KS A C KS
4737	mix	AT A A E C E E A A AT C C C AT AT A C E KS E A ACP A A KS C KS C A ACP ACP C
4738	mix	E E KS KS KS E E C ACP KS A A ACP E KS E AT AT AT E E E AT AT ACP C A A
4739	mix	A ACP KS C AT C C A KS KS AT AT E KS AT E E E AT A C
4740	mix	C AT A A E E C ACP A C ACP KS E KS AT C ACP A A AT E ACP ACP
4741	mix	KS AT AT E C KS E KS
4742	mix	AT E AT ACP E KS C KS E AT E A A AT A KS KS AT E ACP ACP AT C
4743	mix	KS AT ACP E KS KS ACP E ACP E KS AT A C
4744	mix	AT AT KS C ACP ACP KS E C E ACP E AT AT C C ACP E C ACP A ACP E AT ACP E ACP C ACP A C AT C ACP KS ACP E KS
4745	mix	E AT C ACP E C ACP AT KS ACP C KS AT E AT E
4746	mix	A E KS AT C ACP E A ACP A A A A ACP C A AT C A KS
4747	mix	KS C ACP C AT ACP A KS AT AT KS A A C A ACP C AT AT E AT A C A C ACP C A KS A AT ACP ACP
4748	mix	AT KS C A C ACP ACP AT ACP C C ACP A E KS ACP C C A KS E C KS C A AT KS A E E KS C C KS A ACP C A ACP
4749	mix	ACP KS E ACP AT ACP A C A E E C
4750	mix	AT C AT A AT E AT ACP A KS KS C ACP E KS E E C E ACP KS A A E E KS KS C
4751	mix	ACP AT KS A AT AT C A KS ACP A E AT KS
4752	mix	ACP KS AT C AT KS C KS AT C E E ACP A E A KS KS ACP E AT E KS C C KS E ACP A ACP ACP E ACP ACP AT
4753	mix	ACP C C AT E A KS KS A KS ACP ACP KS
4754	mix	A A C C A C E A A A AT ACP E E AT C ACP ACP E AT A ACP C C E ACP ACP A A
4755	mix	KS C A AT C C E KS C E ACP A A E AT AT C KS A A A ACP A E A E
4756	mix	E ACP ACP C AT KS E ACP ACP ACP ACP A E ACP KS A E
4757	mix	E AT A E AT E KS AT
4758	mix	E KS ACP C ACP A KS A ACP C AT C KS AT C ACP ACP ACP ACP A AT KS AT A ACP AT AT
4759	mix	C A AT E AT E E E A E ACP E E A A A AT KS
4760	mix	A KS E KS ACP ACP A A AT C C AT ACP KS C ACP A E KS E C C ACP
4761	mix	KS C E E ACP C E ACP ACP ACP KS E ACP C E C ACP E KS ACP E KS AT A KS KS
4762	mix	KS ACP KS A KS AT ACP KS E KS A C E E
4763	mix	ACP ACP C KS E ACP
4764	mix	E ACP KS E ACP E ACP A AT AT KS AT C A KS C E C C KS C KS AT AT E AT C
4765	mix	AT A KS ACP ACP C E ACP A ACP
4766	mix	C E A AT ACP ACP KS C KS ACP A KS
4767	mix	E ACP ACP C A C A AT KS KS AT A KS A C KS KS C ACP ACP E A A AT E E AT A AT E AT A E C E C A C
4768	mix	E A E E ACP AT ACP A ACP E E ACP E AT C A C
4769	mix	ACP KS A AT ACP KS A KS C ACP AT KS A E C A C AT AT C KS C E
4770	mix	A C A A KS KS E A KS KS AT E E KS E
4771	mix	ACP ACP A A ACP C E AT KS E E A ACP A A ACP E E A E AT E ACP ACP AT E C ACP C AT A C ACP KS AT E ACP KS
4772	mix	KS E ACP C A ACP ACP ACP ACP C KS C C E KS KS AT AT A E C KS KS A A E ACP C E A KS A A C ACP ACP
4773	mix	E KS AT A E AT ACP C AT A KS E C ACP E E E KS KS A KS ACP E AT KS C E
4774	mix	AT E KS C E AT AT E AT AT A A AT ACP A C AT C A
4775	mix	C C AT A E E C ACP A A A
4776	mix	E AT E A C C A A A E ACP ACP AT AT A KS KS KS E A ACP A AT C ACP
4777	mix	AT E KS AT A A KS E A KS ACP KS ACP A ACP KS KS AT ACP C C E E C ACP E C KS C AT AT KS ACP ACP KS E ACP AT KS C
4778	mix	C A E AT AT E C E AT A C A A A AT AT E C C AT C AT AT A A
4779	mix	KS ACP A E AT C ACP ACP KS A C
4780	mix	C C A ACP KS ACP C KS ACP AT A C C C A A
4781	mix	KS KS ACP E ACP E C KS KS KS C E ACP KS A A AT C A KS C E C KS E KS AT A C
4782	mix	A KS KS C ACP C
4783	mix	A KS C ACP KS E C KS AT A A E C
4784	mix	C A E AT A C C A E AT ACP AT ACP C AT KS KS E E C KS KS AT AT ACP A AT AT AT E A E C ACP C ACP ACP
4785	mix	A KS C A ACP AT E AT C ACP E A A KS E KS KS AT E KS C C KS C C E
4786	mix	A E A E A AT A E ACP C C A AT AT AT E C E C C A A C KS
4787	mix	AT AT A E KS A A ACP AT A ACP C A E AT E A E
4788	mix	A E KS C AT C ACP E AT AT KS C C ACP KS KS AT C C AT C AT
4789	mix	C C A KS ACP E AT
4790	mix	KS AT KS KS C AT C KS C
4791	mix	AT E ACP E C ACP C C
4792	mix	ACP AT AT AT E E E AT A ACP A A ACP KS A KS AT ACP KS
4793	mix	A A E E E
4794	mix	C C AT ACP C AT C A E AT KS ACP KS ACP C AT A E KS AT ACP A E ACP AT AT C KS
4795	mix	KS C AT A E KS A ACP ACP C ACP C AT A ACP KS AT A C ACP ACP ACP E KS C C KS A ACP A A E E
4796	mix	C AT AT AT C C AT E AT E KS C C E E E A A KS A ACP E E A A ACP KS A
4797	mix	A E E E A E AT A C KS
4798	mix	C KS C AT ACP
4799	mix	C ACP ACP C C C AT A AT A C ACP ACP E C KS C C ACP E KS E KS A E ACP A C A C E KS
4800	mix	C E AT C E A KS ACP C KS A C KS C E ACP AT KS
4801	mix	AT ACP ACP ACP C KS KS E A E KS AT A ACP ACP ACP A A KS A ACP E C AT A C AT KS KS E ACP ACP AT KS A A KS
4802	mix	AT KS C C E ACP ACP E E C A KS E
4803	mix	ACP A AT A C A C AT ACP KS KS A KS KS A C C KS ACP A C AT
4804	mix	A AT ACP ACP KS E KS AT ACP C E ACP AT C AT A ACP E KS AT KS ACP
4805	mix	AT E ACP C ACP KS ACP
4806	mix	AT ACP C KS C E KS KS KS KS ACP AT A E KS ACP E C E AT E C A KS C ACP KS
4807	mix	C E A E ACP KS
4808	mix	E C A C E C AT C AT ACP C C A E
4809	mix	C AT AT KS A AT AT KS
4810	mix	A ACP ACP AT C ACP C AT AT A E E A E E E E ACP C C E KS
4811	mix	ACP E KS E E ACP C A KS KS A AT A C E C A A AT ACP E A E A KS E ACP C AT C C KS E AT C ACP E
4812	mix	C ACP ACP E AT
4813	mix	E KS AT KS KS AT
4814	mix	A AT KS ACP AT AT KS E C AT KS E KS KS KS KS KS A KS ACP C E ACP KS KS C A AT ACP KS
4815	mix	AT A AT ACP E E E ACP A E ACP AT A
4816	mix	C E C AT
4817	mix	C AT E A A C KS C E KS A
4818	mix	C KS ACP E KS AT
4819	mix	ACP C C KS E E C KS E A C E C A
4820	mix	ACP KS KS C AT A KS AT KS ACP AT ACP AT
4821	mix	C C A A C E A KS KS A C
4822	mix	AT ACP AT E A AT E ACP A ACP AT KS E KS A A KS AT AT A ACP AT KS KS AT E E C C ACP ACP C E A A A A E C
4823	mix	ACP C C ACP KS AT KS A C E A A KS E E C ACP KS
4824	mix	E AT E E C ACP A ACP E E AT E E C E ACP KS C KS ACP AT E C
4825	mix	C ACP ACP KS KS ACP A E C ACP ACP A KS E AT C E E ACP ACP AT E ACP KS C E A A A E KS ACP AT KS AT KS C E AT
4826	mix	ACP E C E ACP ACP KS C C E ACP KS ACP E KS AT C C A KS KS A E KS A ACP ACP ACP E E A ACP AT C KS ACP E E AT ACP
4827	mix	KS C ACP ACP C A A C KS C KS KS C ACP C A E KS E A E E A KS KS AT
4828	mix	C ACP AT E A C AT ACP AT ACP A AT ACP
4829	mix	A ACP E A ACP C AT ACP ACP KS C AT ACP E C ACP ACP KS KS AT A A E A
4830	mix	AT C C C AT KS ACP C E KS ACP C ACP AT KS ACP A E A C E AT E C E E E
4831	mix	E AT AT ACP C C C ACP A E A KS E E KS KS KS A E ACP C KS C A A C AT AT C A KS ACP AT KS KS KS ACP C ACP KS
4832	mix	C A C AT ACP E ACP AT A E KS E A E A
4833	mix	C KS E C C
4834	mix	AT C E E KS AT A E C E ACP AT E ACP ACP ACP C E A A KS E ACP KS AT KS KS A C
4835	mix	A AT A ACP C KS AT ACP ACP KS ACP AT AT
4836	mix	A A C A E AT ACP E KS A C ACP E KS A E AT E AT ACP ACP E ACP A
4837	mix	C E AT A E C C A ACP C C C A A C E KS KS A AT ACP C C AT KS
4838	mix	A E C ACP E E AT E A KS KS A ACP ACP ACP AT E C KS KS C E KS A ACP
4839	mix	AT ACP C C E AT C C AT KS A A ACP ACP E C AT E E A E AT ACP
4840	mix	KS E ACP E AT KS KS AT C AT A A AT
4841	mix	E C A A ACP ACP E A E AT AT A KS KS A AT A AT ACP KS E KS E
4842	mix	E ACP ACP AT ACP E KS C AT A E C AT ACP E AT ACP C A A A A A A ACP
4843	mix	C ACP KS AT E KS C E A A ACP C A AT KS C E A ACP C AT AT A E E KS E
4844	mix	A KS KS KS KS C A E A ACP KS A A C A E
4845	mix	C ACP ACP C ACP KS ACP KS ACP ACP AT A C A AT C AT AT KS KS E
4846	mix	C C AT KS AT C ACP A ACP ACP C A AT E E E A C A ACP C C
4847	mix	AT KS E ACP AT A AT AT KS KS ACP ACP C A E A A C
4848	mix	A KS E ACP ACP C KS AT E
4849	mix	C E E A E C KS
4850	mix	E E E AT KS AT ACP E C E KS AT AT C AT AT C KS A ACP ACP ACP ACP AT AT ACP A AT A A KS A KS AT A
4851	mix	KS AT E KS E E AT E AT A KS AT KS ACP A ACP AT AT C ACP E KS AT C KS A A KS C AT ACP A AT
4852	mix	A A AT A KS A E ACP KS AT ACP ACP E KS E C KS C ACP KS AT KS KS KS ACP KS C
4853	mix	ACP AT A E E ACP E C KS E E A C ACP A AT A
4854	mix	AT A A C A C ACP C KS ACP KS AT KS AT C E C E A C C AT AT AT A KS AT ACP KS AT A AT ACP
4855	mix	A AT C AT KS E C E C AT A AT AT A ACP ACP A A C KS ACP AT AT ACP E ACP C ACP E E ACP AT KS A ACP ACP C C AT KS
4856	mix	A A E AT E ACP KS KS A ACP AT ACP E KS C A AT AT C ACP E AT KS C C AT A E ACP KS C KS A C C A KS
4857	mix	AT AT AT C ACP A ACP E A KS E AT C C C KS ACP KS E C KS AT AT
4858	mix	AT A AT A A A KS ACP KS E AT AT C AT C C KS E AT AT A ACP ACP ACP AT KS ACP C C AT ACP KS C A ACP E E KS AT A
4859	mix	A KS C A A ACP AT C C ACP C KS A AT A ACP AT AT AT AT A A KS
4860	mix	C KS A KS A
4861	mix	A E A C E AT ACP A C ACP C AT E ACP AT
4862	mix	KS C C KS AT C A E AT AT KS KS E E E ACP AT ACP C A A ACP AT AT ACP AT E AT C
4863	mix	KS A KS ACP C KS A E A KS A ACP A E C C ACP KS AT E A C AT C KS C KS A AT A ACP E
4864	mix	AT KS KS E E AT KS ACP ACP KS ACP ACP AT C C A E A KS C C A KS A KS KS KS ACP KS KS A AT
4865	mix	E KS E C AT AT A ACP KS A ACP AT KS E C AT
4866	mix	AT C KS C AT A ACP ACP AT A A KS ACP A A ACP E ACP ACP C E ACP
4867	mix	C ACP E C A ACP A C E A KS E AT E E AT AT ACP KS
4868	mix	A E ACP A A E A ACP AT A ACP AT KS C ACP A E A E A E AT AT KS AT A ACP
4869	mix	C A AT AT A E A A C A ACP ACP A A
4870	mix	C ACP ACP KS AT C A KS ACP KS KS A A C A C AT AT A C AT A AT E KS AT ACP KS AT AT KS AT AT C KS A C E KS A
4871	mix	C A E A
4872	mix	A E ACP ACP AT E E C KS E AT ACP A ACP AT A E C AT C A KS ACP A E A KS C C
4873	mix	KS KS A KS A A E KS KS KS E C AT KS A ACP ACP KS
4874	mix	E C ACP E E C ACP ACP AT KS KS E AT KS ACP A C KS E C A C E
4875	mix	E KS E AT AT AT KS KS ACP ACP C AT E AT KS E ACP AT ACP KS C A E C ACP KS C AT A C A
4876	mix	AT A KS A E ACP A A KS KS A C E A AT KS C A KS
4877	mix	ACP AT ACP C ACP AT KS C ACP A KS E ACP A ACP E A KS AT ACP AT A ACP KS A C E KS AT ACP KS C
4878	mix	AT ACP AT KS A C C AT A
4879	mix	AT AT E A A E E A AT C AT ACP E AT AT E
4880	mix	C C AT A AT C C KS AT KS
4881	mix	ACP E AT KS KS
4882	mix	ACP ACP A ACP AT C C AT E AT A C C E A AT AT E AT A ACP ACP AT C AT AT AT A KS C
4883	mix	C C E C KS AT AT AT C AT ACP E KS E KS AT KS KS KS ACP C C A E A A A A AT E KS AT C ACP KS ACP E KS KS
4884	mix	E C AT E C ACP KS A E ACP E A C KS A AT KS A ACP A A A AT A AT ACP KS AT KS C KS KS
4885	mix	E KS A E E AT A KS E C KS C KS ACP KS AT C
4886	mix	AT KS AT E C
4887	mix	KS C C C E C KS A
4888	mix	KS ACP A AT E AT E AT KS KS AT ACP C ACP E KS C AT C A A ACP C A KS ACP KS AT C ACP AT A A E A A
4889	mix	C AT AT KS C A A E KS C AT C AT E AT E E AT E ACP AT
4890	mix	C AT AT C E E AT AT A E E E A A
4891	mix	C AT AT E A C KS E E E C ACP C KS KS E A
4892	mix	AT C A KS ACP ACP E C C C C ACP KS E KS E A E ACP ACP KS E AT ACP ACP C
4893	mix	A ACP KS KS AT A C E C
4894	mix	A E C C AT KS AT A C A A E E E AT E AT C E C E ACP ACP A A KS ACP
4895	mix	KS E AT A KS E C KS AT E A C C ACP KS
4896	mix	A ACP ACP A C AT A E AT AT AT E AT E KS A A A ACP A KS C ACP E A E KS
4897	mix	KS C ACP E A KS A E KS KS E A A AT KS A C ACP KS
4898	mix	ACP A ACP C A ACP C A E E E A E A
4899	mix	AT AT AT AT KS ACP C C AT E AT AT E C AT ACP E KS ACP C C E ACP E C
4900	mix	AT C C A KS A A C KS KS C E AT C E KS C C C AT E E KS
4901	mix	A C AT C E ACP C A ACP C C E AT KS C A ACP E E AT A KS C AT KS AT KS A A AT A AT A C KS
4902	mix	A A E A C C A ACP KS AT C ACP AT C C A
4903	mix	A C ACP KS A ACP C KS C E KS KS C E ACP KS E KS E E C AT A A C A A E AT ACP KS AT E A E AT A ACP A ACP
4904	mix	E C E AT AT C ACP C ACP E ACP A C KS E ACP AT ACP KS AT KS KS ACP KS E A ACP E KS ACP KS E C ACP A
4905	mix	C A A AT
4906	mix	KS KS AT A ACP ACP KS AT AT A KS AT A KS ACP E A A KS AT KS C A A ACP E ACP
4907	mix	AT E C A ACP ACP KS AT E AT E KS KS A E E AT
4908	mix	KS C A ACP AT A
4909	mix	E KS E KS E ACP
4910	mix	E E C KS AT E ACP AT ACP A ACP A
4911	mix	C A E A KS
4912	mix	KS KS ACP E A C A KS A E A ACP A ACP AT A C C ACP ACP
4913	mix	A KS ACP ACP E A C KS E E E KS KS C AT E KS E C ACP KS A ACP
4914	mix	AT E KS A
4915	mix	AT KS KS C ACP C AT AT E ACP AT C E E E A AT ACP A AT AT A AT E A C C ACP KS
4916	mix	C KS AT C ACP ACP C ACP
4917	mix	AT AT C A C E ACP E
4918	mix	C ACP KS AT C ACP C E C C ACP KS E ACP ACP AT KS E E KS KS ACP C C AT A C E ACP C AT KS ACP ACP KS C AT C
4919	mix	A AT AT C C A C
4920	mix	C AT AT C AT ACP C A KS A C E A A AT AT C AT KS C AT ACP C C E ACP ACP AT AT E AT KS AT E ACP A KS
4921	mix	C AT KS C ACP ACP C E KS
4922	mix	A ACP ACP C KS C A KS E E A AT C KS A A ACP AT A KS ACP A KS
4923	mix	A E E A KS AT E KS AT AT C ACP E AT E KS ACP
4924	mix	AT KS A C A A C E ACP E ACP A C KS A E E A AT A E C A E A KS AT A E E E E E A
